,product_category_name,order_approved_at,payment_value
111,air_conditioning,2017-04-23,5
112,air_conditioning,2017-04-30,2
113,air_conditioning,2017-05-07,3
114,air_conditioning,2017-05-14,3
115,air_conditioning,2017-05-21,1
116,air_conditioning,2017-05-28,0
117,air_conditioning,2017-06-04,1
118,air_conditioning,2017-06-11,2
119,air_conditioning,2017-06-18,4
120,air_conditioning,2017-06-25,2
121,air_conditioning,2017-07-02,3
122,air_conditioning,2017-07-09,1
123,air_conditioning,2017-07-16,1
124,air_conditioning,2017-07-23,2
125,air_conditioning,2017-07-30,0
126,air_conditioning,2017-08-06,3
127,air_conditioning,2017-08-13,5
128,air_conditioning,2017-08-20,3
129,air_conditioning,2017-08-27,2
130,air_conditioning,2017-09-03,4
131,air_conditioning,2017-09-10,3
132,air_conditioning,2017-09-17,3
133,air_conditioning,2017-09-24,0
134,air_conditioning,2017-10-01,2
135,air_conditioning,2017-10-08,6
136,air_conditioning,2017-10-15,4
137,air_conditioning,2017-10-22,4
138,air_conditioning,2017-10-29,0
139,air_conditioning,2017-11-05,2
140,air_conditioning,2017-11-12,3
141,air_conditioning,2017-11-19,4
142,air_conditioning,2017-11-26,5
143,air_conditioning,2017-12-03,6
144,air_conditioning,2017-12-10,2
145,air_conditioning,2017-12-17,0
146,air_conditioning,2017-12-24,0
147,air_conditioning,2017-12-31,0
148,air_conditioning,2018-01-07,2
149,air_conditioning,2018-01-14,5
150,air_conditioning,2018-01-21,6
151,air_conditioning,2018-01-28,11
152,air_conditioning,2018-02-04,6
153,air_conditioning,2018-02-11,1
154,air_conditioning,2018-02-18,3
155,air_conditioning,2018-02-25,4
156,air_conditioning,2018-03-04,4
157,air_conditioning,2018-03-11,4
158,air_conditioning,2018-03-18,6
159,air_conditioning,2018-03-25,10
160,air_conditioning,2018-04-01,4
161,air_conditioning,2018-04-08,7
162,air_conditioning,2018-04-15,3
163,air_conditioning,2018-04-22,3
164,air_conditioning,2018-04-29,9
165,air_conditioning,2018-05-06,3
166,air_conditioning,2018-05-13,5
167,air_conditioning,2018-05-20,7
168,air_conditioning,2018-05-27,1
169,air_conditioning,2018-06-03,0
170,air_conditioning,2018-06-10,9
171,air_conditioning,2018-06-17,3
172,air_conditioning,2018-06-24,2
173,air_conditioning,2018-07-01,2
174,air_conditioning,2018-07-08,2
175,air_conditioning,2018-07-15,2
176,air_conditioning,2018-07-22,2
177,air_conditioning,2018-07-29,8
178,air_conditioning,2018-08-05,10
179,air_conditioning,2018-08-12,4
180,air_conditioning,2018-08-19,4
181,air_conditioning,2018-08-26,5
182,art,2017-03-05,1
183,art,2017-03-12,0
184,art,2017-03-19,1
185,art,2017-03-26,5
186,art,2017-04-02,0
187,art,2017-04-09,0
188,art,2017-04-16,0
189,art,2017-04-23,0
190,art,2017-04-30,0
191,art,2017-05-07,3
192,art,2017-05-14,1
193,art,2017-05-21,2
194,art,2017-05-28,2
195,art,2017-06-04,1
196,art,2017-06-11,5
197,art,2017-06-18,1
198,art,2017-06-25,0
199,art,2017-07-02,6
200,art,2017-07-09,2
201,art,2017-07-16,1
202,art,2017-07-23,0
203,art,2017-07-30,0
204,art,2017-08-06,0
205,art,2017-08-13,2
206,art,2017-08-20,0
207,art,2017-08-27,1
208,art,2017-09-03,1
209,art,2017-09-10,1
210,art,2017-09-17,0
211,art,2017-09-24,1
212,art,2017-10-01,1
213,art,2017-10-08,2
214,art,2017-10-15,1
215,art,2017-10-22,0
216,art,2017-10-29,0
217,art,2017-11-05,0
218,art,2017-11-12,0
219,art,2017-11-19,0
220,art,2017-11-26,0
221,art,2017-12-03,2
222,art,2017-12-10,1
223,art,2017-12-17,2
224,art,2017-12-24,1
225,art,2017-12-31,0
226,art,2018-01-07,1
227,art,2018-01-14,4
228,art,2018-01-21,8
229,art,2018-01-28,3
230,art,2018-02-04,3
231,art,2018-02-11,8
232,art,2018-02-18,2
233,art,2018-02-25,3
234,art,2018-03-04,1
235,art,2018-03-11,1
236,art,2018-03-18,1
237,art,2018-03-25,4
238,art,2018-04-01,1
239,art,2018-04-08,5
240,art,2018-04-15,4
241,art,2018-04-22,5
242,art,2018-04-29,8
243,art,2018-05-06,8
244,art,2018-05-13,15
245,art,2018-05-20,13
246,art,2018-05-27,3
247,art,2018-06-03,4
248,art,2018-06-10,3
249,art,2018-06-17,7
250,art,2018-06-24,9
251,art,2018-07-01,7
252,art,2018-07-08,5
253,art,2018-07-15,10
254,art,2018-07-22,3
255,art,2018-07-29,2
256,art,2018-08-05,7
257,art,2018-08-12,10
258,art,2018-08-19,2
259,art,2018-08-26,0
260,art,2018-09-02,2
261,arts_and_craftmanship,2017-05-14,1
262,arts_and_craftmanship,2017-05-21,0
263,arts_and_craftmanship,2017-05-28,0
264,arts_and_craftmanship,2017-06-04,0
265,arts_and_craftmanship,2017-06-11,0
266,arts_and_craftmanship,2017-06-18,0
267,arts_and_craftmanship,2017-06-25,0
268,arts_and_craftmanship,2017-07-02,0
269,arts_and_craftmanship,2017-07-09,0
270,arts_and_craftmanship,2017-07-16,1
271,arts_and_craftmanship,2017-07-23,0
272,arts_and_craftmanship,2017-07-30,0
273,arts_and_craftmanship,2017-08-06,0
274,arts_and_craftmanship,2017-08-13,0
275,arts_and_craftmanship,2017-08-20,0
276,arts_and_craftmanship,2017-08-27,0
277,arts_and_craftmanship,2017-09-03,0
278,arts_and_craftmanship,2017-09-10,0
279,arts_and_craftmanship,2017-09-17,0
280,arts_and_craftmanship,2017-09-24,0
281,arts_and_craftmanship,2017-10-01,0
282,arts_and_craftmanship,2017-10-08,0
283,arts_and_craftmanship,2017-10-15,0
284,arts_and_craftmanship,2017-10-22,0
285,arts_and_craftmanship,2017-10-29,0
286,arts_and_craftmanship,2017-11-05,0
287,arts_and_craftmanship,2017-11-12,0
288,arts_and_craftmanship,2017-11-19,0
289,arts_and_craftmanship,2017-11-26,0
290,arts_and_craftmanship,2017-12-03,0
291,arts_and_craftmanship,2017-12-10,0
292,arts_and_craftmanship,2017-12-17,0
293,arts_and_craftmanship,2017-12-24,0
294,arts_and_craftmanship,2017-12-31,0
295,arts_and_craftmanship,2018-01-07,0
296,arts_and_craftmanship,2018-01-14,0
297,arts_and_craftmanship,2018-01-21,0
298,arts_and_craftmanship,2018-01-28,0
299,arts_and_craftmanship,2018-02-04,0
300,arts_and_craftmanship,2018-02-11,0
301,arts_and_craftmanship,2018-02-18,0
302,arts_and_craftmanship,2018-02-25,0
303,arts_and_craftmanship,2018-03-04,0
304,arts_and_craftmanship,2018-03-11,0
305,arts_and_craftmanship,2018-03-18,0
306,arts_and_craftmanship,2018-03-25,0
307,arts_and_craftmanship,2018-04-01,0
308,arts_and_craftmanship,2018-04-08,0
309,arts_and_craftmanship,2018-04-15,0
310,arts_and_craftmanship,2018-04-22,0
311,arts_and_craftmanship,2018-04-29,1
312,arts_and_craftmanship,2018-05-06,0
313,arts_and_craftmanship,2018-05-13,1
314,arts_and_craftmanship,2018-05-20,0
315,arts_and_craftmanship,2018-05-27,0
316,arts_and_craftmanship,2018-06-03,0
317,arts_and_craftmanship,2018-06-10,0
318,arts_and_craftmanship,2018-06-17,0
319,arts_and_craftmanship,2018-06-24,0
320,arts_and_craftmanship,2018-07-01,0
321,arts_and_craftmanship,2018-07-08,0
322,arts_and_craftmanship,2018-07-15,0
323,arts_and_craftmanship,2018-07-22,2
324,arts_and_craftmanship,2018-07-29,8
325,arts_and_craftmanship,2018-08-05,2
326,arts_and_craftmanship,2018-08-12,1
327,arts_and_craftmanship,2018-08-19,2
328,arts_and_craftmanship,2018-08-26,5
329,audio,2016-10-09,1
330,audio,2016-10-16,1
331,audio,2016-10-23,0
332,audio,2016-10-30,0
333,audio,2016-11-06,0
334,audio,2016-11-13,0
335,audio,2016-11-20,0
336,audio,2016-11-27,0
337,audio,2016-12-04,0
338,audio,2016-12-11,0
339,audio,2016-12-18,0
340,audio,2016-12-25,0
341,audio,2017-01-01,0
342,audio,2017-01-08,0
343,audio,2017-01-15,0
344,audio,2017-01-22,0
345,audio,2017-01-29,0
346,audio,2017-02-05,1
347,audio,2017-02-12,0
348,audio,2017-02-19,4
349,audio,2017-02-26,1
350,audio,2017-03-05,1
351,audio,2017-03-12,8
352,audio,2017-03-19,2
353,audio,2017-03-26,1
354,audio,2017-04-02,3
355,audio,2017-04-09,2
356,audio,2017-04-16,2
357,audio,2017-04-23,3
358,audio,2017-04-30,5
359,audio,2017-05-07,3
360,audio,2017-05-14,2
361,audio,2017-05-21,7
362,audio,2017-05-28,3
363,audio,2017-06-04,2
364,audio,2017-06-11,2
365,audio,2017-06-18,5
366,audio,2017-06-25,1
367,audio,2017-07-02,3
368,audio,2017-07-09,1
369,audio,2017-07-16,4
370,audio,2017-07-23,1
371,audio,2017-07-30,1
372,audio,2017-08-06,3
373,audio,2017-08-13,2
374,audio,2017-08-20,2
375,audio,2017-08-27,1
376,audio,2017-09-03,0
377,audio,2017-09-10,3
378,audio,2017-09-17,3
379,audio,2017-09-24,2
380,audio,2017-10-01,2
381,audio,2017-10-08,7
382,audio,2017-10-15,8
383,audio,2017-10-22,9
384,audio,2017-10-29,8
385,audio,2017-11-05,3
386,audio,2017-11-12,9
387,audio,2017-11-19,6
388,audio,2017-11-26,12
389,audio,2017-12-03,10
390,audio,2017-12-10,1
391,audio,2017-12-17,9
392,audio,2017-12-24,4
393,audio,2017-12-31,4
394,audio,2018-01-07,2
395,audio,2018-01-14,6
396,audio,2018-01-21,6
397,audio,2018-01-28,9
398,audio,2018-02-04,8
399,audio,2018-02-11,2
400,audio,2018-02-18,1
401,audio,2018-02-25,4
402,audio,2018-03-04,7
403,audio,2018-03-11,3
404,audio,2018-03-18,7
405,audio,2018-03-25,10
406,audio,2018-04-01,12
407,audio,2018-04-08,6
408,audio,2018-04-15,11
409,audio,2018-04-22,3
410,audio,2018-04-29,10
411,audio,2018-05-06,4
412,audio,2018-05-13,5
413,audio,2018-05-20,9
414,audio,2018-05-27,1
415,audio,2018-06-03,4
416,audio,2018-06-10,2
417,audio,2018-06-17,2
418,audio,2018-06-24,8
419,audio,2018-07-01,8
420,audio,2018-07-08,1
421,audio,2018-07-15,2
422,audio,2018-07-22,9
423,audio,2018-07-29,9
424,audio,2018-08-05,4
425,audio,2018-08-12,8
426,audio,2018-08-19,8
427,audio,2018-08-26,10
428,audio,2018-09-02,1
429,auto,2016-10-09,9
430,auto,2016-10-16,3
431,auto,2016-10-23,0
432,auto,2016-10-30,0
433,auto,2016-11-06,0
434,auto,2016-11-13,0
435,auto,2016-11-20,0
436,auto,2016-11-27,0
437,auto,2016-12-04,0
438,auto,2016-12-11,0
439,auto,2016-12-18,0
440,auto,2016-12-25,0
441,auto,2017-01-01,0
442,auto,2017-01-08,2
443,auto,2017-01-15,0
444,auto,2017-01-22,11
445,auto,2017-01-29,15
446,auto,2017-02-05,11
447,auto,2017-02-12,39
448,auto,2017-02-19,23
449,auto,2017-02-26,20
450,auto,2017-03-05,10
451,auto,2017-03-12,23
452,auto,2017-03-19,16
453,auto,2017-03-26,17
454,auto,2017-04-02,28
455,auto,2017-04-09,21
456,auto,2017-04-16,27
457,auto,2017-04-23,16
458,auto,2017-04-30,26
459,auto,2017-05-07,25
460,auto,2017-05-14,29
461,auto,2017-05-21,25
462,auto,2017-05-28,35
463,auto,2017-06-04,26
464,auto,2017-06-11,35
465,auto,2017-06-18,26
466,auto,2017-06-25,27
467,auto,2017-07-02,28
468,auto,2017-07-09,18
469,auto,2017-07-16,33
470,auto,2017-07-23,33
471,auto,2017-07-30,30
472,auto,2017-08-06,45
473,auto,2017-08-13,27
474,auto,2017-08-20,46
475,auto,2017-08-27,44
476,auto,2017-09-03,21
477,auto,2017-09-10,18
478,auto,2017-09-17,25
479,auto,2017-09-24,30
480,auto,2017-10-01,35
481,auto,2017-10-08,37
482,auto,2017-10-15,40
483,auto,2017-10-22,41
484,auto,2017-10-29,25
485,auto,2017-11-05,29
486,auto,2017-11-12,44
487,auto,2017-11-19,47
488,auto,2017-11-26,100
489,auto,2017-12-03,83
490,auto,2017-12-10,87
491,auto,2017-12-17,95
492,auto,2017-12-24,54
493,auto,2017-12-31,23
494,auto,2018-01-07,50
495,auto,2018-01-14,51
496,auto,2018-01-21,72
497,auto,2018-01-28,61
498,auto,2018-02-04,73
499,auto,2018-02-11,58
500,auto,2018-02-18,96
501,auto,2018-02-25,93
502,auto,2018-03-04,80
503,auto,2018-03-11,67
504,auto,2018-03-18,86
505,auto,2018-03-25,94
506,auto,2018-04-01,82
507,auto,2018-04-08,85
508,auto,2018-04-15,90
509,auto,2018-04-22,70
510,auto,2018-04-29,100
511,auto,2018-05-06,83
512,auto,2018-05-13,97
513,auto,2018-05-20,99
514,auto,2018-05-27,39
515,auto,2018-06-03,44
516,auto,2018-06-10,71
517,auto,2018-06-17,67
518,auto,2018-06-24,77
519,auto,2018-07-01,77
520,auto,2018-07-08,60
521,auto,2018-07-15,54
522,auto,2018-07-22,85
523,auto,2018-07-29,101
524,auto,2018-08-05,111
525,auto,2018-08-12,138
526,auto,2018-08-19,108
527,auto,2018-08-26,70
528,auto,2018-09-02,7
529,baby,2016-10-09,12
530,baby,2016-10-16,2
531,baby,2016-10-23,0
532,baby,2016-10-30,0
533,baby,2016-11-06,0
534,baby,2016-11-13,0
535,baby,2016-11-20,0
536,baby,2016-11-27,0
537,baby,2016-12-04,0
538,baby,2016-12-11,0
539,baby,2016-12-18,0
540,baby,2016-12-25,0
541,baby,2017-01-01,0
542,baby,2017-01-08,2
543,baby,2017-01-15,2
544,baby,2017-01-22,12
545,baby,2017-01-29,15
546,baby,2017-02-05,13
547,baby,2017-02-12,13
548,baby,2017-02-19,11
549,baby,2017-02-26,5
550,baby,2017-03-05,10
551,baby,2017-03-12,14
552,baby,2017-03-19,11
553,baby,2017-03-26,8
554,baby,2017-04-02,7
555,baby,2017-04-09,9
556,baby,2017-04-16,5
557,baby,2017-04-23,15
558,baby,2017-04-30,22
559,baby,2017-05-07,27
560,baby,2017-05-14,27
561,baby,2017-05-21,24
562,baby,2017-05-28,25
563,baby,2017-06-04,20
564,baby,2017-06-11,18
565,baby,2017-06-18,27
566,baby,2017-06-25,17
567,baby,2017-07-02,15
568,baby,2017-07-09,27
569,baby,2017-07-16,32
570,baby,2017-07-23,40
571,baby,2017-07-30,27
572,baby,2017-08-06,28
573,baby,2017-08-13,26
574,baby,2017-08-20,29
575,baby,2017-08-27,36
576,baby,2017-09-03,34
577,baby,2017-09-10,36
578,baby,2017-09-17,52
579,baby,2017-09-24,40
580,baby,2017-10-01,41
581,baby,2017-10-08,32
582,baby,2017-10-15,37
583,baby,2017-10-22,38
584,baby,2017-10-29,20
585,baby,2017-11-05,31
586,baby,2017-11-12,36
587,baby,2017-11-19,48
588,baby,2017-11-26,76
589,baby,2017-12-03,42
590,baby,2017-12-10,54
591,baby,2017-12-17,36
592,baby,2017-12-24,31
593,baby,2017-12-31,18
594,baby,2018-01-07,48
595,baby,2018-01-14,63
596,baby,2018-01-21,43
597,baby,2018-01-28,67
598,baby,2018-02-04,26
599,baby,2018-02-11,41
600,baby,2018-02-18,43
601,baby,2018-02-25,53
602,baby,2018-03-04,51
603,baby,2018-03-11,37
604,baby,2018-03-18,65
605,baby,2018-03-25,57
606,baby,2018-04-01,56
607,baby,2018-04-08,41
608,baby,2018-04-15,74
609,baby,2018-04-22,57
610,baby,2018-04-29,64
611,baby,2018-05-06,57
612,baby,2018-05-13,79
613,baby,2018-05-20,67
614,baby,2018-05-27,31
615,baby,2018-06-03,53
616,baby,2018-06-10,63
617,baby,2018-06-17,55
618,baby,2018-06-24,62
619,baby,2018-07-01,47
620,baby,2018-07-08,39
621,baby,2018-07-15,39
622,baby,2018-07-22,56
623,baby,2018-07-29,70
624,baby,2018-08-05,97
625,baby,2018-08-12,67
626,baby,2018-08-19,45
627,baby,2018-08-26,45
628,baby,2018-09-02,3
629,bed_bath_table,2016-10-09,4
630,bed_bath_table,2016-10-16,4
631,bed_bath_table,2016-10-23,0
632,bed_bath_table,2016-10-30,0
633,bed_bath_table,2016-11-06,0
634,bed_bath_table,2016-11-13,0
635,bed_bath_table,2016-11-20,0
636,bed_bath_table,2016-11-27,0
637,bed_bath_table,2016-12-04,0
638,bed_bath_table,2016-12-11,0
639,bed_bath_table,2016-12-18,0
640,bed_bath_table,2016-12-25,0
641,bed_bath_table,2017-01-01,0
642,bed_bath_table,2017-01-08,1
643,bed_bath_table,2017-01-15,3
644,bed_bath_table,2017-01-22,12
645,bed_bath_table,2017-01-29,21
646,bed_bath_table,2017-02-05,34
647,bed_bath_table,2017-02-12,49
648,bed_bath_table,2017-02-19,52
649,bed_bath_table,2017-02-26,40
650,bed_bath_table,2017-03-05,59
651,bed_bath_table,2017-03-12,76
652,bed_bath_table,2017-03-19,61
653,bed_bath_table,2017-03-26,78
654,bed_bath_table,2017-04-02,81
655,bed_bath_table,2017-04-09,87
656,bed_bath_table,2017-04-16,40
657,bed_bath_table,2017-04-23,90
658,bed_bath_table,2017-04-30,57
659,bed_bath_table,2017-05-07,89
660,bed_bath_table,2017-05-14,98
661,bed_bath_table,2017-05-21,93
662,bed_bath_table,2017-05-28,102
663,bed_bath_table,2017-06-04,81
664,bed_bath_table,2017-06-11,135
665,bed_bath_table,2017-06-18,97
666,bed_bath_table,2017-06-25,78
667,bed_bath_table,2017-07-02,93
668,bed_bath_table,2017-07-09,140
669,bed_bath_table,2017-07-16,143
670,bed_bath_table,2017-07-23,178
671,bed_bath_table,2017-07-30,126
672,bed_bath_table,2017-08-06,94
673,bed_bath_table,2017-08-13,185
674,bed_bath_table,2017-08-20,150
675,bed_bath_table,2017-08-27,101
676,bed_bath_table,2017-09-03,94
677,bed_bath_table,2017-09-10,114
678,bed_bath_table,2017-09-17,168
679,bed_bath_table,2017-09-24,163
680,bed_bath_table,2017-10-01,103
681,bed_bath_table,2017-10-08,109
682,bed_bath_table,2017-10-15,126
683,bed_bath_table,2017-10-22,170
684,bed_bath_table,2017-10-29,127
685,bed_bath_table,2017-11-05,144
686,bed_bath_table,2017-11-12,160
687,bed_bath_table,2017-11-19,151
688,bed_bath_table,2017-11-26,421
689,bed_bath_table,2017-12-03,283
690,bed_bath_table,2017-12-10,137
691,bed_bath_table,2017-12-17,134
692,bed_bath_table,2017-12-24,112
693,bed_bath_table,2017-12-31,99
694,bed_bath_table,2018-01-07,168
695,bed_bath_table,2018-01-14,205
696,bed_bath_table,2018-01-21,168
697,bed_bath_table,2018-01-28,224
698,bed_bath_table,2018-02-04,237
699,bed_bath_table,2018-02-11,220
700,bed_bath_table,2018-02-18,193
701,bed_bath_table,2018-02-25,148
702,bed_bath_table,2018-03-04,181
703,bed_bath_table,2018-03-11,166
704,bed_bath_table,2018-03-18,185
705,bed_bath_table,2018-03-25,217
706,bed_bath_table,2018-04-01,167
707,bed_bath_table,2018-04-08,179
708,bed_bath_table,2018-04-15,191
709,bed_bath_table,2018-04-22,147
710,bed_bath_table,2018-04-29,219
711,bed_bath_table,2018-05-06,178
712,bed_bath_table,2018-05-13,183
713,bed_bath_table,2018-05-20,227
714,bed_bath_table,2018-05-27,150
715,bed_bath_table,2018-06-03,131
716,bed_bath_table,2018-06-10,223
717,bed_bath_table,2018-06-17,200
718,bed_bath_table,2018-06-24,200
719,bed_bath_table,2018-07-01,159
720,bed_bath_table,2018-07-08,142
721,bed_bath_table,2018-07-15,79
722,bed_bath_table,2018-07-22,160
723,bed_bath_table,2018-07-29,171
724,bed_bath_table,2018-08-05,205
725,bed_bath_table,2018-08-12,206
726,bed_bath_table,2018-08-19,190
727,bed_bath_table,2018-08-26,144
728,bed_bath_table,2018-09-02,12
729,books_general_interest,2016-10-16,1
730,books_general_interest,2016-10-23,0
731,books_general_interest,2016-10-30,0
732,books_general_interest,2016-11-06,0
733,books_general_interest,2016-11-13,0
734,books_general_interest,2016-11-20,0
735,books_general_interest,2016-11-27,0
736,books_general_interest,2016-12-04,0
737,books_general_interest,2016-12-11,0
738,books_general_interest,2016-12-18,0
739,books_general_interest,2016-12-25,0
740,books_general_interest,2017-01-01,0
741,books_general_interest,2017-01-08,0
742,books_general_interest,2017-01-15,0
743,books_general_interest,2017-01-22,0
744,books_general_interest,2017-01-29,1
745,books_general_interest,2017-02-05,2
746,books_general_interest,2017-02-12,3
747,books_general_interest,2017-02-19,1
748,books_general_interest,2017-02-26,3
749,books_general_interest,2017-03-05,3
750,books_general_interest,2017-03-12,9
751,books_general_interest,2017-03-19,8
752,books_general_interest,2017-03-26,2
753,books_general_interest,2017-04-02,3
754,books_general_interest,2017-04-09,1
755,books_general_interest,2017-04-16,2
756,books_general_interest,2017-04-23,5
757,books_general_interest,2017-04-30,4
758,books_general_interest,2017-05-07,4
759,books_general_interest,2017-05-14,7
760,books_general_interest,2017-05-21,2
761,books_general_interest,2017-05-28,5
762,books_general_interest,2017-06-04,5
763,books_general_interest,2017-06-11,7
764,books_general_interest,2017-06-18,2
765,books_general_interest,2017-06-25,6
766,books_general_interest,2017-07-02,4
767,books_general_interest,2017-07-09,1
768,books_general_interest,2017-07-16,1
769,books_general_interest,2017-07-23,6
770,books_general_interest,2017-07-30,3
771,books_general_interest,2017-08-06,4
772,books_general_interest,2017-08-13,10
773,books_general_interest,2017-08-20,3
774,books_general_interest,2017-08-27,7
775,books_general_interest,2017-09-03,8
776,books_general_interest,2017-09-10,6
777,books_general_interest,2017-09-17,6
778,books_general_interest,2017-09-24,0
779,books_general_interest,2017-10-01,3
780,books_general_interest,2017-10-08,5
781,books_general_interest,2017-10-15,2
782,books_general_interest,2017-10-22,2
783,books_general_interest,2017-10-29,0
784,books_general_interest,2017-11-05,5
785,books_general_interest,2017-11-12,3
786,books_general_interest,2017-11-19,8
787,books_general_interest,2017-11-26,13
788,books_general_interest,2017-12-03,16
789,books_general_interest,2017-12-10,12
790,books_general_interest,2017-12-17,10
791,books_general_interest,2017-12-24,10
792,books_general_interest,2017-12-31,7
793,books_general_interest,2018-01-07,11
794,books_general_interest,2018-01-14,14
795,books_general_interest,2018-01-21,8
796,books_general_interest,2018-01-28,11
797,books_general_interest,2018-02-04,7
798,books_general_interest,2018-02-11,6
799,books_general_interest,2018-02-18,10
800,books_general_interest,2018-02-25,6
801,books_general_interest,2018-03-04,8
802,books_general_interest,2018-03-11,7
803,books_general_interest,2018-03-18,15
804,books_general_interest,2018-03-25,8
805,books_general_interest,2018-04-01,6
806,books_general_interest,2018-04-08,9
807,books_general_interest,2018-04-15,7
808,books_general_interest,2018-04-22,11
809,books_general_interest,2018-04-29,22
810,books_general_interest,2018-05-06,16
811,books_general_interest,2018-05-13,17
812,books_general_interest,2018-05-20,19
813,books_general_interest,2018-05-27,2
814,books_general_interest,2018-06-03,5
815,books_general_interest,2018-06-10,10
816,books_general_interest,2018-06-17,9
817,books_general_interest,2018-06-24,10
818,books_general_interest,2018-07-01,8
819,books_general_interest,2018-07-08,5
